"PROVINCIE","BEVOEGD GEZAG NUMMER","BRIN NUMMER","INSTELLINGSNAAM","STRAATNAAM","HUISNUMMER-TOEVOEGING","POSTCODE","PLAATSNAAM","GEMEENTENUMMER","GEMEENTENAAM","DENOMINATIE","TELEFOONNUMMER","INTERNETADRES","ONDERWIJSSTRUCTUUR","STRAATNAAM CORRESPONDENTIEADRES","HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES","POSTCODE CORRESPONDENTIEADRES","PLAATSNAAM CORRESPONDENTIEADRES","NODAAL GEBIED CODE","NODAAL GEBIED NAAM","RPA-GEBIED CODE","RPA-GEBIED NAAM","WGR-GEBIED CODE","WGR-GEBIED NAAM","COROPGEBIED CODE","COROPGEBIED NAAM","ONDERWIJSGEBIED CODE","ONDERWIJSGEBIED NAAM","RMC-REGIO CODE","RMC-REGIO NAAM"
"Noord-Holland","26157","16PS","Montessori Scholengemeenschap Amsterdam voor Lyceum Havo Mavo Vbo Lwoo","Pieter de Hoochstraat","59","1071ED","AMSTERDAM","0363","AMSTERDAM","Algemeen bijzonder","0205979888","www.montessorilyceumamsterdam.nl","VBO/MAVO/HAVO/VWO/PRO","Postbus","92048","1090AA","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","26898","02AP","Het Amsterdams Lyceum","Valeriusplein","15","1075BJ","AMSTERDAM","0363","AMSTERDAM","Algemeen bijzonder","0205747744","www.amsterdamslyceum.nl","VWO","Valeriusplein","15","1075BJ","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","30742","26JY","De Pijler school voor praktijk onderwijs","Drs. F. Bijlweg","232","1784MC","DEN HELDER","0400","DEN HELDER","Protestants-Christelijk","0223613536","www.de-pijler.nl","PRO","Postbus","6009","1780KA","DEN HELDER","37","Den Helder","19","Noord-Holland-Noord","23","Kop van Noord-Holland","18","Kop van Noord-Holland","14","Noord-Noord-Holland","23","Kop van Noord-Holland"
"Noord-Holland","40586","17YS","Esprit Scholen voor Lyceum Havo Mavo Vbo Lwoo","Burg Hogguerstraat","2","1064EB","AMSTERDAM","0363","AMSTERDAM","Algemeen bijzonder","0205854854","www.mundus.espritscholen.nl","VBO/MAVO/HAVO/VWO/PRO","Prinses Irenestraat","59","1077WV","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","40586","30GC","Het 4e Gymnasium","Archangelweg","4","1013ZZ","AMSTERDAM","0363","AMSTERDAM","Algemeen bijzonder","0205849010","","VWO","Prinses Irenestraat","59","1077WV","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","40590","00UM","Erfgooiers College Atheneum Havo VMBO-TL","Graaf Wichman","175","1276KD","HUIZEN","0406","HUIZEN","Protestants-Christelijk","0355248020","www.erfgooiers.nl","MAVO/HAVO/VWO","Postbus","163","1270AD","HUIZEN","45","Hilversum","16","Gooi en Vechtstreek","20","Gooi en Vechtstreek","24","Het Gooi en Vechtstreek","15","Zuid-Noord-Holland","20","Gooi en Vechtstreek"
"Noord-Holland","40673","25EF","Clusius College","Drechterwaard","10-A","1824EX","ALKMAAR","0361","ALKMAAR","Algemeen bijzonder","0725147666","www.clusius.nl","VBO/MBO","Drechterwaard","10-A","1824EX","ALKMAAR","38","Alkmaar","19","Noord-Holland-Noord","24","Noord-Kennemerland","19","Alkmaar en omgeving","14","Noord-Noord-Holland","24","Alkmaar"
"Noord-Holland","40676","00PS","Verenigde Scholen J.A. Alberdingk Thijm Voortgezet Onderwijs","Emmastraat","56-58","1213AL","HILVERSUM","0402","HILVERSUM","Rooms-Katholiek","0356460088","www.atscholen.nl","VBO/MAVO/HAVO/VWO","Postbus","700","1200AS","HILVERSUM","45","Hilversum","16","Gooi en Vechtstreek","20","Gooi en Vechtstreek","24","Het Gooi en Vechtstreek","15","Zuid-Noord-Holland","20","Gooi en Vechtstreek"
"Noord-Holland","40683","02EV","W De Zwijgercoll Chr SGM Vwo Havo op Chr Grndslg","Nieuwe 's-Gravelandseweg","38","1405HM","BUSSUM","1942","GOOISE MEREN","Protestants-Christelijk","0356927600","www.wdz.nl","HAVO/VWO","Postbus","255","1400AG","BUSSUM","45","Hilversum","16","Gooi en Vechtstreek","20","Gooi en Vechtstreek","24","Het Gooi en Vechtstreek","15","Zuid-Noord-Holland","20","Gooi en Vechtstreek"
"Noord-Holland","40683","02UB","St Vituscollege Bussum/Naarden","Beerensteinerlaan","69","1406NR","BUSSUM","1942","GOOISE MEREN","Samenwerking PC, RK","0356931153","www.vituscollege.nl/","HAVO/VWO","Postbus","224","1400AE","BUSSUM","45","Hilversum","16","Gooi en Vechtstreek","20","Gooi en Vechtstreek","24","Het Gooi en Vechtstreek","15","Zuid-Noord-Holland","20","Gooi en Vechtstreek"
"Noord-Holland","40683","30JN","Sint-Vitusmavo","Cort van der Lindenlaan","5","1412BW","NAARDEN","1942","GOOISE MEREN","Samenwerking PC, RK","0356942435","www.vitusmavo.nl","MAVO","Postbus","224","1400AE","BUSSUM","45","Hilversum","16","Gooi en Vechtstreek","20","Gooi en Vechtstreek","24","Het Gooi en Vechtstreek","15","Zuid-Noord-Holland","20","Gooi en Vechtstreek"
"Noord-Holland","40696","11AI","Gooise Praktijkschool","Laapersboog","5","1213VC","HILVERSUM","0402","HILVERSUM","Algemeen bijzonder","0356264040","www.gooisepraktijkschool.nl","PRO","Postbus","50","1400AB","BUSSUM","45","Hilversum","16","Gooi en Vechtstreek","20","Gooi en Vechtstreek","24","Het Gooi en Vechtstreek","15","Zuid-Noord-Holland","20","Gooi en Vechtstreek"
"Noord-Holland","40696","14SM","Gooise Scholenfederatie vwo, havo, vmbo","Vossiuslaan","2-A","1401RT","BUSSUM","1942","GOOISE MEREN","Algemeen bijzonder","0356933294","www.gsf.nl","VBO/MAVO/HAVO/VWO","Postbus","50","1400AB","BUSSUM","45","Hilversum","16","Gooi en Vechtstreek","20","Gooi en Vechtstreek","24","Het Gooi en Vechtstreek","15","Zuid-Noord-Holland","20","Gooi en Vechtstreek"
"Noord-Holland","40696","24TG","Gooise Scholen Federatie Weesp","Amstellandlaan","1-A","1382CD","WEESP","0457","WEESP","Algemeen bijzonder","0294805250","www.vechtstedecollege.nl","VBO/MAVO/HAVO/VWO","Postbus","50","1400AB","BUSSUM","45","Hilversum","16","Gooi en Vechtstreek","20","Gooi en Vechtstreek","24","Het Gooi en Vechtstreek","15","Zuid-Noord-Holland","20","Gooi en Vechtstreek"
"Noord-Holland","40776","01ET","St. Ignatiusgymnasium","Jan van Eijckstraat","47","1077LH","AMSTERDAM","0363","AMSTERDAM","Rooms-Katholiek","0206763868","www.ignatius.nl","VWO","Jan van Eijckstraat","47","1077LH","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","40776","02AN","Fons Vitae Lyceum voor havo en vwo","Reijnier Vinkeleskade","53","1071SW","AMSTERDAM","0363","AMSTERDAM","Rooms-Katholiek","0205712410","www.fonsvitae.nl","HAVO/VWO","Reijnier Vinkeleskade","53","1071SW","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","40776","14SE","St. Nicolaaslyceum voor havo en vwo","Beethovenplein","2","1077WM","AMSTERDAM","0363","AMSTERDAM","Rooms-Katholiek","0206445151","www.nicolaas.nl","HAVO/VWO","Beethovenplein","2","1077WM","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","40857","01EO","Purmerendse Scholengroep voor Gymn Lyc Havo Mavo Vbo Lwoo","Johanna Naberstraat","218","1442BG","PURMEREND","0439","PURMEREND","Algemeen bijzonder","0299413366","www.psg.nl","VBO/MAVO/HAVO/VWO/PRO","Postbus","659","1440AR","PURMEREND","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","40931","00MV","Scholen aan Zee","Drs. F. Bijlweg","6","1784MC","DEN HELDER","0400","DEN HELDER","Samenwerking PC, RK, Alg. Bijz","0223540315","www.scholenaanzee.nl","VBO/MAVO/HAVO/VWO","Postbus","636","1780AP","DEN HELDER","37","Den Helder","19","Noord-Holland-Noord","23","Kop van Noord-Holland","18","Kop van Noord-Holland","14","Noord-Noord-Holland","23","Kop van Noord-Holland"
"Noord-Holland","41009","00ZD","Bonhoeffer College Scholengemeenschap voor Mavo Havo Vwo","Pieter Kieftstraat","20","1902RA","CASTRICUM","0383","CASTRICUM","Algemeen bijzonder","0251653165","www.bonhoeffer.nl","MAVO/HAVO/VWO","Postbus","316","1900AH","CASTRICUM","42","Velsen","19","Noord-Holland-Noord","24","Noord-Kennemerland","20","IJmond","15","Zuid-Noord-Holland","24","Alkmaar"
"Noord-Holland","41009","20MH","Jac P Thijsse College voor Vwo Havo Mavo","De Bloemen","65","1902GT","CASTRICUM","0383","CASTRICUM","Algemeen bijzonder","0251652571","www.jpthijsse.nl","MAVO/HAVO/VWO","Postbus","314","1900AH","CASTRICUM","42","Velsen","19","Noord-Holland-Noord","24","Noord-Kennemerland","20","IJmond","15","Zuid-Noord-Holland","24","Alkmaar"
"Noord-Holland","41009","27MD","Kennemer College","Bullerlaan","2","1945SR","BEVERWIJK","0375","BEVERWIJK","Algemeen bijzonder","0251233070","www.kennemercollege.nl","VBO/MAVO/HAVO/VWO","Bullerlaan","2","1945SR","BEVERWIJK","42","Velsen","20","Zuidelijk Noord-Holland","25","West-Kennemerland","20","IJmond","15","Zuid-Noord-Holland","25","Zuid-Kennemerland en IJmond"
"Noord-Holland","41009","28BN","Kennemer Praktijkschool","Jan van Kuikweg","12","1965BB","HEEMSKERK","0396","HEEMSKERK","Algemeen bijzonder","0251226601","www.kennemercollege.nl","PRO","Jan van Kuikweg","12","1965BB","HEEMSKERK","42","Velsen","20","Zuidelijk Noord-Holland","25","West-Kennemerland","20","IJmond","15","Zuid-Noord-Holland","25","Zuid-Kennemerland en IJmond"
"Noord-Holland","41021","00IP","Katholiek Scholengemeenschap Hoofddorp voor Lyceum HAVO en MAVO","Assumburg","10","2135BA","HOOFDDORP","0394","HAARLEMMERMEER","Rooms-Katholiek","0235677588","www.ksghoofddorp.nl","MAVO/HAVO/VWO","Postbus","254","2130AG","HOOFDDORP","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41021","01LZ","Scholengemeenschap Eerste Christelijk Lyceum Vwo en Havo","Zuider Emmakade","43","2012KN","HAARLEM","0392","HAARLEM","Protestants-Christelijk","0235311651","www.ecl.nl","HAVO/VWO","Zuider Emmakade","43","2012KN","HAARLEM","43","Haarlem","20","Zuidelijk Noord-Holland","25","West-Kennemerland","21","Agglomeratie Haarlem","15","Zuid-Noord-Holland","25","Zuid-Kennemerland en IJmond"
"Noord-Holland","41021","03RU","Herbert Vissers College Christelijke Scholengemeensch. voor Lyceum Havo Mavo Vbo","Beurtschipper","200","2152LG","NIEUW-VENNEP","0394","HAARLEMMERMEER","Protestants-Christelijk","0252661566","www.hvc.nl","VBO/MAVO/HAVO/VWO","Postbus","134","2150AC","NIEUW-VENNEP","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41021","05FE","Rooms Katholieke Scholengemeenschap Thamen voor Mavo Vbo Lwoo","Den Uyllaan","4","1421NK","UITHOORN","0451","UITHOORN","Rooms-Katholiek","0297563192","www.thamen.nl","VBO/MAVO","Den Uyllaan","4","1421NK","UITHOORN","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41021","17HH","Haemstede Barger MAVO","Koediefslaan","73","2101BT","HEEMSTEDE","0397","HEEMSTEDE","Samenwerking PC, RK","0235282380","www.dehbm.nl","MAVO","Koediefslaan","73","2101BT","HEEMSTEDE","43","Haarlem","20","Zuidelijk Noord-Holland","25","West-Kennemerland","21","Agglomeratie Haarlem","15","Zuid-Noord-Holland","25","Zuid-Kennemerland en IJmond"
"Noord-Holland","41021","21WE","Kaj Munk College voor Atheneum Havo Mavo","Kaj Munkweg","3","2131RV","HOOFDDORP","0394","HAARLEMMERMEER","Protestants-Christelijk","0235616198","www.kajmunk.nl","MAVO/HAVO/VWO","Kaj Munkweg","3","2131RV","HOOFDDORP","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41063","21FF","Ir. Lely Lyceum voor Atheneum Havo Mavo Vmbo","Ravenswaaipad","3","1106AW","AMSTERDAM","0363","AMSTERDAM","Openbaar","0205633050","www.lelylyceum.nl","VBO/MAVO/HAVO/VWO","Ravenswaaipad","3","1106AW","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41217","01TC","Scholengemeenschap voor Vwo Havo Mavo Het Hervormd Lyceum","Hemsterhuisstraat","79","1065JX","AMSTERDAM","0363","AMSTERDAM","Protestants-Christelijk","0206152780","www.hlw.nl","MAVO/HAVO/VWO","Hemsterhuisstraat","79","1065JX","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41217","02AR","Scholengemeenschap voor Athenum en Havo Het Hervormd Lyceum Zuid","Brahmsstraat","7","1077HE","AMSTERDAM","0363","AMSTERDAM","Protestants-Christelijk","0206627983","www.hlz.nl","HAVO/VWO","Brahmsstraat","7","1077HE","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41217","02TE","H Wesselink College Christelijke Scholengemeenschap voor Vwo Havo Mavo","Startbaan","3","1185XP","AMSTELVEEN","0362","AMSTELVEEN","Protestants-Christelijk","0206459751","www.hethwc.nl/","MAVO/HAVO/VWO","Startbaan","3","1185XP","AMSTELVEEN","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41217","14VY","Chr Sgm Buitenveldert v Gymn Ath Havo en Mavo","De Cuserstraat","3","1081CK","AMSTERDAM","0363","AMSTERDAM","Protestants-Christelijk","0206423902","www.csb-amsterdam.nl","MAVO/HAVO/VWO","De Cuserstraat","3","1081CK","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41219","16TS","Vrije School Noord Holland voor Atheneum Havo Mavo","Fred. Roeskestraat","84","1076ED","AMSTERDAM","0363","AMSTERDAM","Antroposofisch","0205745830","www.ggca.nl","MAVO/HAVO/VWO","Fred. Roeskestraat","84","1076ED","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41556","21BH","Dalton Scholengemeenschap Spinozalyceum voor Vwo Havo Mavo","Peter van Anrooystraat","8","1076BH","AMSTERDAM","0363","AMSTERDAM","Openbaar","0205777444","www.spinozalyceum.nl","MAVO/HAVO/VWO","Peter van Anrooystraat","8","1076BH","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41581","20CN","Scholengroep Zaandam voor vwo havo mavo vmbo lwoo","Vincent van Goghweg","42","1506JD","ZAANDAM","0479","ZAANSTAD","Openbaar","0756170055","www.zaanlands.nl","VBO/MAVO/HAVO/VWO","Vincent van Goghweg","42","1506JD","ZAANDAM","41","Zaanstad","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","22","Zaanstreek","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41581","20EY","Scholengroep Krommenie","Erasmusstraat","28","1561KD","KROMMENIE","0479","ZAANSTAD","Openbaar","0756210426","www.bertrand.nl","VBO/MAVO/HAVO/VWO","Postbus","342","1560AH","KROMMENIE","41","Zaanstad","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","22","Zaanstreek","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41581","20FF","Praktijkschool De Brug","Saenredamstraat","39","1566KL","ASSENDELFT","0479","ZAANSTAD","Openbaar","0756210688","www.praktijkschooldebrug.nl","PRO","Saenredamstraat","39","1566KL","ASSENDELFT","41","Zaanstad","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","22","Zaanstreek","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41581","29YT","Zuiderzee College voor VMBO","Zuiderzee","200","1503HZ","ZAANDAM","0479","ZAANSTAD","Openbaar","0756166069","www.zuiderzee-college.nl","VBO/MAVO","Postbus","451","1500EL","ZAANDAM","41","Zaanstad","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","22","Zaanstreek","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41608","28DH","IJburg College voor Vwo Havo Mavo en Vbo","Pampuslaan","1","1087HP","AMSTERDAM","0363","AMSTERDAM","Algemeen bijzonder","0203443000","www.ijburgcollege.nl","VBO/MAVO/HAVO/VWO","Pampuslaan","1","1087HP","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41664","01KL","Noordzee Onderwijs Groep voor Gymnasium, Atheneum, Havo, Vmbo","Wolff en Dekenlaan","1","1985HP","DRIEHUIS NH","0453","VELSEN","Samenwerking PC, RK, Alg. Bijz","0255546400","www.dunamare.nl","VBO/MAVO/HAVO/VWO","Postbus","4470","2003EL","HAARLEM","42","Velsen","20","Zuidelijk Noord-Holland","25","West-Kennemerland","20","IJmond","15","Zuid-Noord-Holland","25","Zuid-Kennemerland en IJmond"
"Noord-Holland","41664","02KM","Haarlem College Scholengemeenschap voor Mavo Vbo Lwoo","Broekweg","1","2035LE","HAARLEM","0392","HAARLEM","Algemeen bijzonder","0235311572","www.haarlemcollege.nl","VBO/MAVO","Postbus","4081","2003EB","HAARLEM","43","Haarlem","20","Zuidelijk Noord-Holland","25","West-Kennemerland","21","Agglomeratie Haarlem","15","Zuid-Noord-Holland","25","Zuid-Kennemerland en IJmond"
"Noord-Holland","41664","02YH","Montessori College voor Mavo Aerdenhout","Boekenroodeweg","5","2111HJ","AERDENHOUT","0377","BLOEMENDAAL","Samenwerking Opb., Alg. Bijz.","0235246246","www.mcaweb.nl","MAVO","Boekenroodeweg","5","2111HJ","AERDENHOUT","43","Haarlem","20","Zuidelijk Noord-Holland","25","West-Kennemerland","21","Agglomeratie Haarlem","15","Zuid-Noord-Holland","25","Zuid-Kennemerland en IJmond"
"Noord-Holland","41664","13JF","Noordzee Onderwijs Groep voor Praktijkonderwijs","Eenhoornstraat","4","1973XT","IJMUIDEN","0453","VELSEN","Algemeen bijzonder","0255516343","www.dunamare.nl","PRO","Postbus","4470","2003EL","HAARLEM","42","Velsen","20","Zuidelijk Noord-Holland","25","West-Kennemerland","20","IJmond","15","Zuid-Noord-Holland","25","Zuid-Kennemerland en IJmond"
"Noord-Holland","41664","15NE","School voor Praktische Vorming Oost-ter-Hout","Oosterhoutlaan","19","2012RA","HAARLEM","0392","HAARLEM","Openbaar","0235290350","www.dunamare.nl","PRO","Postbus","4470","2003EL","HAARLEM","43","Haarlem","20","Zuidelijk Noord-Holland","25","West-Kennemerland","21","Agglomeratie Haarlem","15","Zuid-Noord-Holland","25","Zuid-Kennemerland en IJmond"
"Noord-Holland","41664","16PJ","Praktijkschool De Linie","Hoofdweg","727","2131BD","HOOFDDORP","0394","HAARLEMMERMEER","Openbaar","0235303600","www.praktijkschooldelinie.nl","PRO","Postbus","4470","2003EL","HAARLEM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41664","19EQ","Hartenlustsch voor Mavo","Vijverweg","31","2061GT","BLOEMENDAAL","0377","BLOEMENDAAL","Samenwerking Opb., Alg. Bijz.","0235251702","www.dunamare.nl","MAVO","Postbus","4470","2003EL","HAARLEM","43","Haarlem","20","Zuidelijk Noord-Holland","25","West-Kennemerland","21","Agglomeratie Haarlem","15","Zuid-Noord-Holland","25","Zuid-Kennemerland en IJmond"
"Noord-Holland","41664","19TI","Solyvius College SGM voor Lyc Havo Mavo Vbo Lwoo","Baron De Coubertinlaan","2","2134CG","HOOFDDORP","0394","HAARLEMMERMEER","Openbaar","0235631644","www.haarlemmermeerlyceum.nl","VBO/MAVO/HAVO/VWO","Baron De Coubertinlaan","2","2134CG","HOOFDDORP","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41664","20EK","Openbare Scholengemeenschap Vellesan College Ath Havo Mavo Vbo Lwoo","Briniostraat","16","1971HM","IJMUIDEN","0453","VELSEN","Samenwerking Opb., Alg. Bijz.","0255519001","www.dunamare.nl","VBO/MAVO/HAVO/VWO","Postbus","4470","2003EL","HAARLEM","42","Velsen","20","Zuidelijk Noord-Holland","25","West-Kennemerland","20","IJmond","15","Zuid-Noord-Holland","25","Zuid-Kennemerland en IJmond"
"Noord-Holland","41664","20RC","Gem Schoter Scholengemeenschap voor Atheneum Havo en Mavo","Sportweg","9","2024CN","HAARLEM","0392","HAARLEM","Openbaar","0235258491","www.dunamare.nl","MAVO/HAVO/VWO","Postbus","4470","2003EL","HAARLEM","43","Haarlem","20","Zuidelijk Noord-Holland","25","West-Kennemerland","21","Agglomeratie Haarlem","15","Zuid-Noord-Holland","25","Zuid-Kennemerland en IJmond"
"Noord-Holland","41664","20RF","Coornhertlyc Gem Scholengemeenschap Lyceum Havo Mavo","Lyceumlaan","1","2012WT","HAARLEM","0392","HAARLEM","Openbaar","0235121616","www.coornhert.nl","MAVO/HAVO/VWO","Postbus","4470","2003EL","HAARLEM","43","Haarlem","20","Zuidelijk Noord-Holland","25","West-Kennemerland","21","Agglomeratie Haarlem","15","Zuid-Noord-Holland","25","Zuid-Kennemerland en IJmond"
"Noord-Holland","41664","25FU","Linnaeus College Haarlem voor Lyceum Havo Mavo Vbo Lwoo","Badmintonpad","15","2023BT","HAARLEM","0392","HAARLEM","Openbaar","0235270454","www.paulusmavo.nl","VBO/MAVO","Postbus","4470","2003EL","HAARLEM","43","Haarlem","20","Zuidelijk Noord-Holland","25","West-Kennemerland","21","Agglomeratie Haarlem","15","Zuid-Noord-Holland","25","Zuid-Kennemerland en IJmond"
"Noord-Holland","41664","26JE","Praktijkschool Uithoorn","Legmeerplein","55","1422RG","UITHOORN","0451","UITHOORN","Algemeen bijzonder","0297267018","www.praktijkschooluithoorn.nl","PRO","Postbus","4470","2003EL","HAARLEM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41830","21GD","Calandlyceum voor Gymnasium Atheneum Havo Vmbo","Vlaardingenlaan","25","1062HM","AMSTERDAM","0363","AMSTERDAM","Openbaar","0206675353","www.calandlyceum.nl","VBO/MAVO/HAVO/VWO","Postbus","96018","1006EA","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41854","00EF","Voortgezet Onderwijs van Amsterdam voor Vbo en Lwoo","Betuwestraat","29","1079PR","AMSTERDAM","0363","AMSTERDAM","Algemeen bijzonder","0205797190","www.hubertusberkhoff.nl","VBO","Betuwestraat","29","1079PR","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41854","14RL","Voorgezet Onderwijs van Amsterdam voor Vbo, Lwoo en Praktijkonderwijs","Foekje Dillemastraat","116","1095MK","AMSTERDAM","0363","AMSTERDAM","Algemeen bijzonder","0205797130","www.cburgcollege.nl","VBO/PRO","Foekje Dillemastraat","116","1095MK","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41854","21AS","Voorgezet Onderwijs van Amsterdam voor Lyceum Havo Mavo Vbo en Lwoo","Buiksloterweg","85","1031CG","AMSTERDAM","0363","AMSTERDAM","Openbaar","0205797210","www.denieuwehavo.nl","VBO/MAVO/HAVO/VWO","Postbus","37600","1030BA","AMSTERDAM","44","Amsterdam","20","Zuidelijk Noord-Holland","21","Agglomeratie Amsterdam","23","Groot-Amsterdam","15","Zuid-Noord-Holland","21","Agglomeratie Amsterdam"
"Noord-Holland","41865","16CX","Regius College Schagen voor Gym, Ath, Havo,Vmbo tl, Vmbo basis/kader","Wilhelminalaan","4","1741CN","SCHAGEN","0441","SCHAGEN","Openbaar","0224297841","www.regiuscollege.nl","VBO/MAVO/HAVO/VWO","Postbus","282","1740AG","SCHAGEN","37","Den Helder","19","Noord-Holland-Noord","23","Kop van Noord-Holland","18","Kop van Noord-Holland","14","Noord-Noord-Holland","23","Kop van Noord-Holland"
"Noord-Holland","41865","19SQ","Regius College Emmalaan Praktijkonderwijs","Emmalaan","2","1741CX","SCHAGEN","0441","SCHAGEN","Openbaar","0224297841","www.regiuscollege.nl","PRO","Postbus","282","1740AG","SCHAGEN","37","Den Helder","19","Noord-Holland-Noord","23","Kop van Noord-Holland","18","Kop van Noord-Holland","14","Noord-Noord-Holland","23","Kop van Noord-Holland"
